,date,dateYear,dateMonth,dateDay,rating,userName,content
116,20230726,2023,7,26,5,러브뽀미,상세설명이 좀 더 디테일하면 좋겠는데 그거야 뭐 공홈가서 확인하면 되니까 할인받는 수고비라칩니다. 상세설명 조금 더 디테일하면 완벽할듯요...
117,20230726,2023,7,26,5,함아림,어머니께 선물해서 드렸는데 마음에 쏙 들어하셨어요 기분좋네요 번창하세요^^
118,20230726,2023,7,26,5,도용준,날짜를 착각해서 빨리 오면좋겠다 좋겠다어요. 운이 좋은건지뭔지 필요한 날짜 딱 전날에 도착해서 잘 사용하고있네요ㅎㅎ
119,20230726,2023,7,26,5,홀로깨달음,남자친구 생일선물 사느라 가입했는데 제거 보느라 시간가는줄몰랐어요ㅋㅋㅋㅋ 예쁜 제품 많네요.. 신상 업뎃많이 해주세용~
120,20230726,2023,7,26,5,은혜갚은호랑이,"가끔 기사님의 박력으로 택배상태가 안좋을때가 있는데, 발란에서 잘 포장해주셔서 문제없이 받았어요. 꼼꼼한 포장 감사합니다ㅎㅎ"
121,20230725,2023,7,25,5,공영선,해외배송 아닌거같음ㅋㅋㅋㅋ 진짜 빠르고 좋아요!
122,20230724,2023,7,24,4,김미쓰,가격과 제품 모두 만족합니다
123,20230724,2023,7,24,5,안하임,상품 도착 예정일에 맞춰서 잘 도착했어요. 반신반의했는데. 두번째 구매도 만족입니다!!
124,20230721,2023,7,21,5,Eric Kim (Eric Kim),편리하네요.
125,20230721,2023,7,21,5,정나희,트렌드에 빠르고 젊고~~ 영한 느낌이에요! 좋아요
126,20230721,2023,7,21,5,윤태영,인터넷 최저가 검색하는데 같은 판매자인데 발란에서 더 저렴하게 팔매하길래 이용했어요. 쿠폰까지 적용하니 최~~최저가네요!
127,20230720,2023,7,20,5,ᄌᄇᄋᄀᄃᄀ,조아요
128,20230720,2023,7,20,5,조영민,가격과 품질 최고죠!!!
129,20230719,2023,7,19,5,지찬영,선물할 때나 뭐 사고 싶을 때 주기적으로 들어가는 재미가 있어요. 쿠폰도 많이 주고 제품도 다양하고 금액대별 검색도 가능해서 편해요!!
130,20230719,2023,7,19,5,하늘느낌,항상 꾸준히 사용하고 있습니다~! 통장에 구멍난 지 오래예요 ㅠㅠ
131,20230718,2023,7,18,5,정예지,앱 ui도 ux도 편리하고~! 모델도 제가 좋아하는 혜수님이라 정말 좋네요 ㅎㅎ. 잘 쓰고 있어요~~~
132,20230717,2023,7,17,5,마동숙,급할때 좋아여
133,20230717,2023,7,17,5,활활,유사한 명품 커머스보다 저렴한 상품들이 많이 있네요. 경쟁력 있어서 넘 좋아요!!
